Not_Found_Term,Found_Term,Similarity,Count
infiltrerend ductaalcarcinoom ,infiltrerend plaveiselcelcarcinoom,0.7281474077643852,4
haemosiderosis,5q minus syndroom,0.0,4
verrukeuze hyperplasie,hyperplasie,1.0,4
her2-neu positief,a n f positief,1.0,4
lymphklier,5q minus syndroom,0.0,4
sarcoma,sarcoma phyllodes,0.7424818784783777,4
aritmogene rechterventrikel dysplasie,dysplasie,0.5961286244076548,4
dna dubieus,dna,0.7833250986525363,4
epidermoid cyste,papillair epidermoid carcinoom,0.6314204497153754,4
dysplastische nevus,dysplastische,0.7435074356039338,4
hemangioma,sclerosing hemangioma,0.7071067811865476,4
lobulair carcinoma infiltrerend,infiltrerend lobulair carcinoom,0.7653829389051601,4
hyalinose,5q minus syndroom,0.0,4
basaalcel carcinoom sprieterig type,basaalcelcarcinoom sprieterig type,0.6451800132303702,4
schwannoma,schwannoma malignant,0.7768030856407014,4
geisoleerde tumorcel metastase,geisoleerde tumorcelmetastase,0.6454005231499785,4
gastro-intestinale stroma tumor,ovarium stroma tumor,0.48657445456009,4
oligodendroglioma,5q minus syndroom,0.0,4
omfalocele,5q minus syndroom,0.0,4
sinus histiocytose,histiocytose,0.7688470260540079,4
aritmogene rechter ventrikel dysplasie,rechter ventrikel,0.6498199674877082,4
niet kleincelligcarcinoom,niet gebruiken,0.6511786082840416,4
omfalokele,5q minus syndroom,0.0,4
arterie mesenterica superior,arteria mesenterica superior,0.7415233609665128,4
trombo embolie,embolie,1.0,4
ischaemische enteritis,enteritis,1.0,4
blue nevus,cellular blue nevus,0.7709175003771228,4
insulinoma,insulinoma malignum,0.7646518598185073,4
dissectie,aorta dissectie,0.7644220973073028,4
auto-immuunziekte,auto,1.0,4
besprekingen concordant,concordant,1.0,4
maligne lymfoom centroblastair centrocytair diffuus,ml centroblastair centrocytair diffuus,0.7930748225064429,4
rest tumor,rest glomerulonefritis,0.6643929181146336,4
dooierzaktumor,intratubulaire dooierzaktumor,0.7207014988727729,4
if positief,a n f positief,1.0,4
haemochromatosis,5q minus syndroom,0.0,4
arteria coronaria sinistra,arteria coronaria sinistra ramus descendens,0.7900752422983599,4
operatieveranderingen,5q minus syndroom,0.0,4
metastase neuro-endocriene tumor graad 2,maligne endocriene tumor,0.6202931382576076,4
large cell acanthoom,large cell acanthoma,0.6233838484195819,4
clear cell carcinoma,clear cell cystadenoom,0.719672206639231,4
p.c.r.,5q minus syndroom,0.0,4
leucaemie,5q minus syndroom,0.0,4
galgang hamartoom,galgang,0.7193723478557777,4
progressieve multifocale leuko-encefalopathie,progressieve multifocale leukencefalopathie,0.6266770910083118,4
m bowen,bowen,1.0,4
granuloma,granuloma pyogenicum of granuloma teleangiectaticum,0.7188090132004094,4
m. parkinson,parkinson,1.0,4
astrocytoma,astrocytoma fibrillare,0.682919558501508,4
seminoma,seminoma in situ,0.7184640019094808,4
serrated adenoma,serrated adenocarcinoom,0.5982625705324538,4
extranodaal marginale zone b-cellymfoom,extranodaal marginale zone lymfoom,0.9243004141919656,4
siderosis,5q minus syndroom,0.0,4
spinalioma,5q minus syndroom,0.0,4
pemfigoid,5q minus syndroom,0.0,4
uremie,5q minus syndroom,0.0,4
overgangsepitheel carcinoom,carcinoom overgangsepitheel,1.0,4
alcoholcirrhose,5q minus syndroom,0.0,4
colloidnodus,5q minus syndroom,0.0,4
steathose,5q minus syndroom,0.0,4
clonaliteitsbepaling,5q minus syndroom,0.0,4
3maal,5q minus syndroom,0.0,4
angiolipoma,5q minus syndroom,0.0,4
basocellulaircarcinoom,5q minus syndroom,0.0,4
haemorragisch infarct,infarct,1.0,4
hyaline membraan pneumonie,hyaline membraan,0.8489007065316518,4
staphylococcen,5q minus syndroom,0.0,4
1 maal,maal,1.0,4
acute myeloide leukaemie,acute myeloide leukemie,0.8177766149219954,4
pilomatricoma,5q minus syndroom,0.0,4
arterie cerebri media,media arterie,0.8191522997414415,4
fibromatosis,naevus fibromatosis,0.8236305193509257,4
vpb.,5q minus syndroom,0.0,4
haemorrhagische shock,shock,1.0,4
naevus naevocellularis met junctionactiviteit,naevus naevocellularis,0.8573111732372691,4
benigne prostaat hypertrofie,prostaat hypertrofie,0.8643274950948554,4
tur ,5q minus syndroom,0.0,4
corpulmonale,5q minus syndroom,0.0,4
colonascendens,5q minus syndroom,0.0,4
fraktuur,5q minus syndroom,0.0,4
oud achterwandinfarct,oud,1.0,4
haemofagocytisch syndroom infectie geassocieerd,hemofagocytisch syndroom infectie geassocieerd,0.8060788585703447,4
valvula van bauhini,valvula bauhini,0.9370655050491884,4
carunkel,5q minus syndroom,0.0,4
extrauteriene graviditeit,graviditeit,1.0,4
papillair overgangsepitheel carcinoom,papillair carcinoom overgangsepitheel,1.0,4
brickerblaas,5q minus syndroom,0.0,4
t cellymfoom,5q minus syndroom,0.0,4
verkalkingen,5q minus syndroom,0.0,4
placenta passend bij de termijn,placenta passend bij termijn,0.9365878875498924,4
ecsqmendm,5q minus syndroom,0.0,4
mesenteriaalthrombose,5q minus syndroom,0.0,4
stucco keratose,keratose,1.0,4
verrukeus carcinoom,carcinoom,1.0,3
haemolyse,5q minus syndroom,0.0,3
hurthle cell adenoom,adenoom,0.6896653536035787,3
ruiter embolie,embolie,1.0,3
septische necrosehaard,necrosehaard,0.7586794050546304,3
6maal,5q minus syndroom,0.0,3
transuretrale resectie ,resectie,1.0,3
stromacel tumor gastrointestinaal,stromaceltumor gastrointestinaal,0.6521348777218575,3
neuro-endocriene tumor graad 2,maligne endocriene tumor,0.654770550672598,3
mitraal klep,atrioventriculair klep,0.6932455189343373,3
biliaire cirrhose,biliaire cirrose,0.7564371822509245,3
metastase nietkleincellig carcinoom,metastase carcinoom,1.0,3
ewing sarcoma,ewing,0.6957106839212325,3
metastase ductaalcarcinoom,metastase m t i,1.0,3
praeputium,5q minus syndroom,0.0,3
hemorrhagische shock,shock,1.0,3
vpd,5q minus syndroom,0.0,3
arterie carotis,arterie,0.6581576651410591,3
boop,5q minus syndroom,0.0,3
hydro-ureter,ureter,1.0,3
nevus nevocellularis,junction nevus,0.686799894617852,3
langerhanse celhistiocytosis,langerhanse cel histiocytose,0.6747866106039827,3
megaloblastaire anaemie,megaloblastaire anemie,0.768960685590804,3
arterie renalis,arterie,0.6764867127234391,3
botmetaplasie,5q minus syndroom,0.0,3
hemi ectomie,ectomie,1.0,3
hydronephrose,5q minus syndroom,0.0,3
abortus rest,abortus,0.678837975229989,3
peri-apicaal granuloom,apicaal granuloom,0.76504185195342,3
resektie,5q minus syndroom,0.0,3
lymfklier parailiacaal,parailiacaal,0.8581818668349238,3
hepatocellulaircarcinoom,5q minus syndroom,0.0,3
haemoperitoneum,5q minus syndroom,0.0,3
bronchioloalveolaircarcinoom,5q minus syndroom,0.0,3
myxoma,myxoma cordis,0.7713790845395814,3
papillair urotheelcel carcinoom,niet invasief papillair urotheelcel carcinoom,0.7715244040350286,3
hart dilatatie,dilatatie,0.7733802132361857,3
sebaceoma,5q minus syndroom,0.0,3
holoprosencephalie,5q minus syndroom,0.0,3
therapie keuze test,h p v test,0.6853975738821082,3
mitralis stenose,stenose,0.6990429924195776,3
mucormycosis,5q minus syndroom,0.0,3
polycytemia vera,polycythemia vera,0.7003857192648282,3
leukaemie,5q minus syndroom,0.0,3
m. crohn,crohn,1.0,3
vreemdlichaam reuscelreactie,vreemdlichaam,0.7171104641363135,3
truncus brachiocefalicus,truncus sympathicus,0.7183221034312192,3
erythropoese,5q minus syndroom,0.0,3
multiple organfailure,multiple sclerosis,0.7194407024772735,3
rheumatoide artritis,artritis,1.0,3
m.kahler,kahler,1.0,3
lymfoom,maligne lymfoom,0.7376366050426637,3
nonhodgkin lymfoom,maligne lymfoom,0.7376366050426637,3
fibrinethrombus,5q minus syndroom,0.0,3
mond bodem,bodem mond,1.0000000000000002,3
ijzergebreksanaemie,5q minus syndroom,0.0,3
incisiebiopt,5q minus syndroom,0.0,3
revisie tbv derden discordant,revisie t b v derden discordant,1.0000000000000002,3
metastase grawitz-tumor,metastase grawitz,0.902512634945308,3
flow cytometrie,5q minus syndroom,0.0,3
metastase maligne perifere zenuwschedetumor,metastase maligne perifere zenuwschede tumor,0.7356008603441786,3
insektenbeet,5q minus syndroom,0.0,3
niercel carcinoom,tubulocysteus niercel carcinoom,0.7260738804501891,3
endo-echo grafie,who endo,0.9029047011577184,3
reflux oesophagitis,reflux,0.7327322024662744,3
spermatogenese rijpingsstoornis,rijpingsstoornis spermatogenese,1.0000000000000002,3
encefalocele,5q minus syndroom,0.0,3
folliculair lymfoom graad 1-2,folliculair lymfoom graad 3,1.0000000000000002,3
reusceltumor weke delen,maligne reusceltumor weke delen,0.9302616961841692,3
intraepitheliale lymfocytose,lymfocytose,0.7166312911761885,3
glomus tumor,glomus caroticum tumor,0.7402945227900286,3
basaalcel carcinoom solide type.,carcinoom basaalcel,0.7030565215269992,3
colostoma,5q minus syndroom,0.0,3
acute lymfoblasten leukemie,lymfoblasten,0.7529593400968236,3
large granular lymfocytic leukemia,large granular lymphocytic leukemia,0.8640908507208974,3
sessiel serrated adenoma,sessiel serrated adenoom,0.7525369259195558,3
katheterisatie,5q minus syndroom,0.0,3
necrose door ischaemie,necrose door ischemie,0.7519651233410235,3
m. bowen,bowen,1.0,3
dubbelcarcinoom,5q minus syndroom,0.0,3
cholelithiase,5q minus syndroom,0.0,3
ischaemische nefrosclerose,maligne nefrosclerose,0.8699691134785403,3
artheriosclerose,5q minus syndroom,0.0,3
arithmie,5q minus syndroom,0.0,3
dunnedarmslijmvlies,5q minus syndroom,0.0,3
nier en,pyelum en nier,0.7478465647305317,3
hypertrophie,5q minus syndroom,0.0,3
endometriose interna,endometriose,0.7459996637797501,3
chondrosarcoma,5q minus syndroom,0.0,3
non hodgkin lymfoma,non hodgkin lymfoom,0.8782860792603839,3
pre-eclampsie,eclampsie,1.0,3
metastasen carcinoom,melanoom metastasen,0.7134400074925727,3
mycosis,mycosis fungoides,0.7137645579950641,3
antrummaag,5q minus syndroom,0.0,3
posttransplantatie lymfoproliferatieve ziekte,lymfoproliferatieve ziekte,1.0,3
micro-invasief carcinoom,invasief carcinoom,0.7150017075940244,3
maligne lymfoom centrocytair centroblastair,ml centroblastair centrocytair,0.7429073706802276,3
afwijkingen,mamma geen afwijkingen,0.7415929623751544,3
naad lekkage,lekkage,0.7071067811865476,3
k-ras mutatie aanwezig,mutatie aanwezig,1.0,3
em,5q minus syndroom,0.0,3
bestralingsveranderingen,5q minus syndroom,0.0,3
oestrogeen receptorbepaling negatief,receptorbepaling negatief,0.7969843259477867,3
maligne lymfoom malt type,malt lymfoom,0.7974824412778502,3
chronische lymfatische leukaemie,chronische lymfatische leukemie,0.824135521853127,3
lokale peritonitis,peritonitis,0.624183422010222,3
broncho alveolaire lavage,bronchiolo alveolaire lavage,0.7855268940098958,3
oestrogeenreceptor bepaling negatief,a n f negatief,0.6251258134581321,3
toxoplasmosis,5q minus syndroom,0.0,3
paraaortale lymfklier,lymfklier,1.0,3
placenta rest,rest glomerulonefritis,0.6200847918693991,3
rabdomyolysis,5q minus syndroom,0.0,3
4 maal,maal,1.0,3
idiopathische thrombocytopenische purpura,idiopathische trombocytopenische purpura,0.7835806773620031,3
hamartoma,fibrous hamartoma of infancy,0.5605262936415806,3
von meyenburgcomplex,recklinghausen von neurofibromatosis,0.558034445000876,3
pleiocytose,5q minus syndroom,0.0,3
ventrikulus,5q minus syndroom,0.0,3
barrettslijmvlies,5q minus syndroom,0.0,3
hart decompensatie,hart,0.6191614959010064,3
metastaseadenocarcinoom,5q minus syndroom,0.0,3
autoimmuun haemolytische anaemie,autoimmuun hepatitis,0.7913272724795859,3
rechterventrikel,5q minus syndroom,0.0,3
oestrogeen receptor bepaling positief,oestrogeen,0.5977618273286794,3
rechteronderkwab,5q minus syndroom,0.0,3
aktieve chronische ontsteking,lichte chronische aktieve ontsteking,0.8213344909062599,3
transmuraal infarct,infarct,0.6027844031015243,3
ischaemische cardiomyopathie,cardiomyopathie,1.0,3
alpha 1 antitrypsine deficientie,alfa 1 antitrypsine deficientie,0.6129125297657978,3
rechterbovenkwab,5q minus syndroom,0.0,3
coronair thrombose,coronair trombose,0.7888570378878973,3
meningeoma,5q minus syndroom,0.0,3
auto-immuun thyreoiditis,auto,0.5913738582573417,3
murale trombus,murale thrombus,0.7951303607044887,3
oksel lymfklier,lymfklier oksel,1.0,3
pap0,5q minus syndroom,0.0,3
zonder afwijkingen,mamma geen afwijkingen,0.5823460162728027,3
synoviitis,5q minus syndroom,0.0,3
multipel myeloma,multiple myeloma,0.5569748142136294,3
streptococceninfectie,5q minus syndroom,0.0,3
gastro-intestinale stromacel tumor,intestinale metaplasie,0.5176589739492871,3
shavebiopsie,5q minus syndroom,0.0,3
mutatieanalyse,5q minus syndroom,0.0,3
t-celrijk b-cellymfoom,celrijk beenmerg,0.7797547284562687,3
creutzfeldt jacob.,creutzfeld jacob,0.5364673520607046,3
mucoviscoidosis,5q minus syndroom,0.0,3
tractus gastro-intestinalis,tractus intestinalis,0.7764502762015347,3
metastasecarcinoom,5q minus syndroom,0.0,3
stasedermatitis,5q minus syndroom,0.0,3
basaalcel carcinoom morfea type,basaalcelcarcinoom morfea type,0.6451800132303702,3
mucostase,5q minus syndroom,0.0,3
infarct haemorrhagisch,infarct,1.0,3
verouderings verschijnsel,5q minus syndroom,0.0,3
milan1,5q minus syndroom,0.0,2
basaalcelhyperplasie,5q minus syndroom,0.0,2
metastase zegelring carcinoom,stromale zegelring tumor,0.5839276287325195,2
ganglioglioma,5q minus syndroom,0.0,2
ductuscarcinoma infiltrerend,infiltrerend plaveiselcelcarcinoom,0.7281474077643852,2
infiltrerend ductaalcarcinoom.,infiltrerend plaveiselcelcarcinoom,0.7281474077643852,2
status astmaticus,status na,0.713375489551012,2
cryoglobulinemie,5q minus syndroom,0.0,2
basalcelcarcinoom,5q minus syndroom,0.0,2
infiltrerend lobulaircarcinoom,infiltrerend plaveiselcelcarcinoom,0.7281474077643852,2
geneesmiddelenreactie,5q minus syndroom,0.0,2
virus pneumonie,pneumonie,0.7111436172480551,2
progesteron receptor bepaling positief,progesteron receptorbepaling positief,0.5887398804247965,2
endometrioidcarcinoom,5q minus syndroom,0.0,2
kyphoscoliosis,5q minus syndroom,0.0,2
peri-apicaal weefsel,apicaal granuloom,0.4651832471303704,2
embryonaalcarcinoom,5q minus syndroom,0.0,2
zwangerschapsprodukt,gedegenereerd zwangerschapsprodukt,0.7071067811865476,2
ipmn,5q minus syndroom,0.0,2
fibro-epithelioma,malherbe epithelioma,0.470895159053743,2
klatskintumor,5q minus syndroom,0.0,2
mama,5q minus syndroom,0.0,2
kleincelligcarcinoom,5q minus syndroom,0.0,2
ventrikel achterwand,achterwand infarct,0.5960723545899719,2
intrauterien,5q minus syndroom,0.0,2
ards,5q minus syndroom,0.0,2
malakoplakie,5q minus syndroom,0.0,2
epitheel hyperplasie,vagina epitheel,0.5939707230887886,2
neus septum,neus,0.7094873636685951,2
ziekte van huntington,huntington,0.7097313224531687,2
klonaliteitsbepaling,5q minus syndroom,0.0,2
dwarslesie,5q minus syndroom,0.0,2
dysgerminoma,5q minus syndroom,0.0,2
basaalcelcarcinoma.,5q minus syndroom,0.0,2
leucopenie,5q minus syndroom,0.0,2
meningoencefalitis,5q minus syndroom,0.0,2
coxarthrose,5q minus syndroom,0.0,2
leydig cel hyperplasie,cellen van leydig,0.5666802334650357,2
faecoliet,5q minus syndroom,0.0,2
haemolytische streptococ alfa,streptococ,0.7243914502827306,2
ziekte van crohn,crohn,0.7176732583182285,2
resectie vlak vrij,resectie,0.5643288429378147,2
extra hepatische galgang,galgang,0.5620357079843149,2
erythrofagocytose,5q minus syndroom,0.0,2
lymfeadenopathie,5q minus syndroom,0.0,2
lithiase,5q minus syndroom,0.0,2
electronen microscopie,5q minus syndroom,0.0,2
arteria coronaria dextra,arteria coronaria,0.7236182877926475,2
kerato-acanthoma,kerato acanthoom,0.5598431481502485,2
rheumaknobbel,5q minus syndroom,0.0,2
endosalpingiosis,5q minus syndroom,0.0,2
reuscel arteriitis,arteriitis,0.7231492008755198,2
leverfalen,5q minus syndroom,0.0,2
hypoglykemie,5q minus syndroom,0.0,2
epitheliale inclusie cyste,epitheliale cyste,0.7226390629316293,2
mucineus cystadenoma,cystadenoma papilliferum,0.5672236445005986,2
chondroma,5q minus syndroom,0.0,2
degeneratieve afwijkingen,mamma geen afwijkingen,0.5521053736606458,2
steatonecrose,5q minus syndroom,0.0,2
insektensteek,5q minus syndroom,0.0,2
angiokeratoma,angiokeratoma mibelli,0.715079642242095,2
cirrosis,5q minus syndroom,0.0,2
lymfocele,5q minus syndroom,0.0,2
microcephalie,5q minus syndroom,0.0,2
myelomeningocele,5q minus syndroom,0.0,2
lymph klier,posterior auricular lymph node,0.4233383203590434,2
multiple lokalisaties,multiple sclerosis,0.5297382786837721,2
geen rest tumor,geen tumor,0.7153403562894173,2
nasolabiaal plooi,5q minus syndroom,0.0,2
geen tumor rest,geen tumor,0.7153403562894173,2
alzheimers disease,hodgkin s disease,0.7159560152293862,2
kleincellig carcinoma,kleincellig carcinoom,0.5782549975520556,2
veno-occlusive disease,hodgkin s disease,0.7159560152293862,2
planocellulaircarcinoom,5q minus syndroom,0.0,2
keratoacanthoom.,5q minus syndroom,0.0,2
heldercellig niercel carcinoom,tubulocysteus niercel carcinoom,0.5704014909803777,2
pneumoconiosis,hard metal pneumoconiosis,0.5773502691896257,2
oesophagusvarices,5q minus syndroom,0.0,2
progesteronreceptor bepaling positief,a n f positief,0.598028018842889,2
coronair insufficientie,insufficientie,0.6297435717330389,2
tumor rest,rest glomerulonefritis,0.6643929181146336,2
pleuraplaque,5q minus syndroom,0.0,2
onbekende term,onbekende diagnose,0.6322558401495688,2
igg 4 gerelateerde ziekte,igg,0.6315774824334562,2
coronair arteria,coronair trombose,0.6678202790933191,2
schildwachterklierprocedure,5q minus syndroom,0.0,2
reticulaire erythemateuze mucinosis,reticulaire erythemateuze mucinose,0.6698150758749117,2
metastase niet kleincelligcarcinoom,metastase niet kleincellig carcinoom,0.6703300762446534,2
herniadiafragmatica,5q minus syndroom,0.0,2
hersenventrikels,5q minus syndroom,0.0,2
gastro intestinale stroma tumor,ovarium stroma tumor,0.48657445456009,2
samengestelde nevus,samengestelde naevus,0.6339666759108737,2
litteken vorming,litteken,0.670681923155653,2
zegelring carcinoom,stromale zegelring tumor,0.6293024704557867,2
pulmonaal arterie,arterie,0.6712181304799433,2
reuscel granuloom,reuscel,0.7299920356631786,2
pseudo-epitheliomateuze hyperplasie,pseudo erosie,0.6281270588551965,2
peesschedefibroom,5q minus syndroom,0.0,2
paraganglioma,5q minus syndroom,0.0,2
varicocele,5q minus syndroom,0.0,2
alveolaircelcarcinoom,5q minus syndroom,0.0,2
vpad,5q minus syndroom,0.0,2
neurofibromatosis,morbus recklinghausen neurofibromatosis,0.664258321735283,2
hemosiderosis,5q minus syndroom,0.0,2
emfysema pulmonum,emphysema pulmonum,0.7071067811865476,2
onderhuidsweefsel,5q minus syndroom,0.0,2
hoog gradig urotheelcelcarcinoom,urotheelcelcarcinoom,0.646530977001789,2
shocknier,5q minus syndroom,0.0,2
arterie basilaris,arterie,0.6496682463367623,2
tamponade,5q minus syndroom,0.0,2
cholecystolithiase,5q minus syndroom,0.0,2
niet-kleincelligcarcinoom,niet gebruiken,0.6511786082840416,2
niet  gedicteerd,niet gebruiken,0.6511786082840416,2
sertoli-cel only syndroom,sertoli cell only syndroma,0.6527133194221291,2
silicosis,5q minus syndroom,0.0,2
cholelitiasis,5q minus syndroom,0.0,2
bvo,5q minus syndroom,0.0,2
autoimmuunziekte,5q minus syndroom,0.0,2
multiple sclerose,sclerose,0.6581576651410591,2
metastase kleincellig carcinoma,metastase kleincellig carcinoom,0.6611239858021183,2
morbus takayashu,morbus hodgkin,0.6612372603848218,2
trans urethrale resectie,resectie,0.6616408205479678,2
tumorembolus,5q minus syndroom,0.0,2
nephrosclerose,5q minus syndroom,0.0,2
nephrolithiasis,5q minus syndroom,0.0,2
hemophagocytosis,5q minus syndroom,0.0,2
verklevingen,5q minus syndroom,0.0,2
acinair cel carcinoom,acinair adenocarcinoom,0.6620577513773084,2
basalioma.,basalioma morphea like,0.627389313918631,2
actinomycosis,5q minus syndroom,0.0,2
vbp,5q minus syndroom,0.0,2
decompensatiocordis,5q minus syndroom,0.0,2
#NAAM?,5q minus syndroom,0.0,2
inclusie cyste,inclusie cysten,0.6154642150614187,2
navelstrengpathologie,5q minus syndroom,0.0,2
aneurysmaruptuur,5q minus syndroom,0.0,2
sle,5q minus syndroom,0.0,2
tubulair adenoma,tubulair carcinoom,0.6153388298790831,2
syringoma,5q minus syndroom,0.0,2
dood oorzaak,dood,0.6145767436006123,2
asc-us,5q minus syndroom,0.0,2
haemothorax,5q minus syndroom,0.0,2
infiltrerend ductus carcinoma,infiltrerend ductus adenocarcinoom,0.7025544210313186,2
acinaircelcarcinoom,5q minus syndroom,0.0,2
groot cellig carcinoom,abnormaal groot,0.7028700665874181,2
diarrhee,5q minus syndroom,0.0,2
hematosalpinx,5q minus syndroom,0.0,2
hypernephroom,5q minus syndroom,0.0,2
metastase infiltrerend ductus carcinoom,infiltrerend ductus adenocarcinoom,0.7059024132279541,2
medicatieeffect,5q minus syndroom,0.0,2
mammaamputatie,5q minus syndroom,0.0,2
multi systeematrofie,multi minicore myopathie,0.6017790323606003,2
drugsverslaving,5q minus syndroom,0.0,2
basaalceladenoom,5q minus syndroom,0.0,2
schrompelnieren,5q minus syndroom,0.0,2
melanose,precancereuze melanose,0.6932455189343373,2
voedselaspiratie,5q minus syndroom,0.0,2
basaal celcarcinoom,5q minus syndroom,0.0,2
anca,5q minus syndroom,0.0,2
hyperemie,5q minus syndroom,0.0,2
prionziekte,5q minus syndroom,0.0,2
conus excisie,excisie,0.680517097117275,2
hemopericardium,5q minus syndroom,0.0,2
maligne melanoom in situ,maligne melanoom,0.6805211722246898,2
haemangiopericytoma,5q minus syndroom,0.0,2
haemangiosarcoma,5q minus syndroom,0.0,2
5keer,5q minus syndroom,0.0,2
sphenoid,5q minus syndroom,0.0,2
arterie femoralis,arterie,0.6853975738821082,2
sentinelnode,5q minus syndroom,0.0,2
papillair urotheelcelcarcinoma graad 2,papillair urotheelcelcarcinoma in situ,0.687545915217622,2
keratosis,keratosis seborrhoica,0.6879981890617745,2
ttp,5q minus syndroom,0.0,2
progesteroneffect,5q minus syndroom,0.0,2
pseudo cyste,pseudo erosie,0.6214912617249465,2
osteoarthrose,5q minus syndroom,0.0,2
reaktieve verandering,cysteuze verandering,0.6923988610087929,2
vreemd lichaamsreactie,vreemd voorwerp,0.6932455189343373,2
pseudo-angiomateuze stromahyperplasie,stromahyperplasie,0.6932455189343373,2
acute leucaemie,acute ontsteking,0.729789049764328,2
zwangerschapsveranderingen,5q minus syndroom,0.0,2
fibroadenoma,giant fibroadenoma,0.7623972015765511,2
auto-immuunhepatitis,auto,1.0,2
hidradenoma,hidradenoma papilliferum,0.7763494962830361,2
hurthlecel adenoom,adenoom,1.0,2
auto immuunziekte,auto,1.0,2
atypisch fibroxantoom,atypisch,1.0,2
rheuma knobbel,knobbel,1.0,2
atrium septumdefect,atrium,1.0,2
refractaire anaemie,refractaire anemie,0.768960685590804,2
tumor embolie,embolie,0.8588299703003656,2
revisieextern concordant,concordant,1.0,2
olfactorius neuroblastoom,metastase olfactorius neuroblastoom,0.9443837932876432,2
renal cell carcinoom,renal cell carcinoma,0.7956491076498915,2
nier-en,pyelum en nier,0.7478465647305317,2
intraepidermaal carcinoom,carcinoom,1.0,2
maligne lymfoom b-cel type,maligne b cel lymfoom,0.8610982516493524,2
haemorragische ontsteking,ontsteking,1.0,2
hydro ureter,ureter,1.0,2
c3,c3 glomerulopathie,0.7951303607044887,2
her-2-neu positief,a n f positief,1.0,2
1-maal,maal,1.0,2
hemorrhagische gastritis,gastritis,1.0,2
metastase kleincelligcarcinoom,metastase m t i,1.0,2
lichen sclerosus et atroficans,lichen sclerosus et atrophicans,0.8521194249601101,2
pancreas kop,pancreas,1.0,2
long emphyseem,long,1.0,2
akute stuwing,stuwing,1.0,2
nodaal marginale zone b-cellymfoom,nodaal marginale zone lymfoom,0.9292257693391408,2
ductaal carcinoom in situ ,ductaal carcinoma in situ,0.8019350491863131,2
acute haemorrhagische pancreatitis,acute pancreatitis,1.0,2
acute chronische ontsteking,acute en chronische ontsteking,0.8199313670207309,2
motor neuron ziekte,neuron,0.7951303607044887,2
lymphklier oksel,oksel,1.0,2
kleincellig lymfocytair b-cellymfoom,kleincellig lymfocytair b cel lymfoom,0.7765443629147797,2
alcoholische cirrhose,alcoholische hepatitis,0.8186671963162055,2
hyaliene membranen ziekte,hyaliene membranen,0.8558730508118821,2
cardio myopathie,myopathie,1.0,2
arteriele thrombose,arteriele thrombus,0.774852744719797,2
muco-epidermoid carcinoom,papillair epidermoid carcinoom,0.8651036138565831,2
kaposi sarcoma,kaposi s sarcoma,1.0,2
ip negatief,a n f negatief,1.0,2
shock nier,shock,0.7998749369203156,2
mond slijmvlies,slijmvlies mond,1.0,2
ip reactie positief,i p reactie positief,1.0,2
grensvlak naevus.,naevus,1.0,2
chole lithiasis,lithiasis,1.0,2
sinus sphenoidalis,sinus lymfklier,0.770633000707611,2
revisie ten behoeve derden concordant,revisie ten behoeve van derden concordant,0.9644784752047856,2
ischaemische hartziekte syndroom,ischemische hartziekte syndroom,0.8001149538176728,2
voet rug,rug,0.7550745527689853,2
pemfigus foliaceus,pemphigus foliaceus,0.7717021690474897,2
akute tubulusnecrose,tubulusnecrose,1.0,2
adenocarcinoom metastase,metastase adenocarcinoom,1.0,2
rheumatische nodus,nodus,1.0,2
granulair celtumor,a n f granulair,1.0,2
maligne lymfoom lymfoblastair t,b lymfoblastair lymfoom,0.8766636821754004,2
arterie carotis interna,arteria carotis interna,0.7539244985087191,2
a iliaca,arteria iliaca,0.8104127206964191,2
pericard vocht,vocht pericard,1.0,2
intima fibrose,intima,0.7492714509859271,2
endometrium in proliferatie fase,endometrium in proliferatie,0.8133736143568149,2
fundus klier poliep,fundus poliep,0.8131082880414521,2
alcohol hepatitis,alcohol,0.8124735051436822,2
parvo virus,virus,1.0,2
urotheelcel carcinoom graad 2,urotheelcel,0.7581967224236693,2
nier insufficientie,insufficientie,0.7745565779163099,2
retroplacentair haematoom,retroplacentair,1.0,2
coma hepaticum,coma,1.0,2
urotheelcel carcinoom graad 1,urotheelcel,0.7581967224236693,2
pulmonale veno-occlusieve ziekte,pulmonale venoocclusieve ziekte,0.7520767430087514,2
consult ten behoeve derden,consult ten behoeve van derden,0.9558811833170036,2
coma diabeticum,coma,1.0,2
geen aanwijzingen voor maligniteit,geen aanwijzing voor maligniteit,0.7983276759650144,2
clear cell adenocarcinoom,clear cell cystadenoom,0.7400030720922661,2
dna positief,dna,0.8201691206745972,2
chronisch lymfatische leucaemie,chronisch lymfatische leukemie,0.8503900094960125,2
ventrikelseptum defect,ventrikelseptum,0.7327322024662744,2
groei achterstand,achterstand in groei,0.9199584732458806,2
progressieve multifocale leucoencephalopathie,progressieve multifocale leukencefalopathie,0.7916293899346536,2
a pulmonalis,arteria pulmonalis,0.8035453227596445,2
melanoom metastase,metastase melanoom,1.0000000000000002,2
stans biopt,stans,0.7657699582395072,2
m. hodgkin,hodgkin,1.0,2
m. kahler,kahler,1.0,2
barrett-oesophagus,barrett,1.0,2
adeno carcinoom,carcinoom,1.0,2
cystadenoma,cystadenoma papilliferum,0.7355730573804928,2
ventrikel,rechter ventrikel,0.735956541762372,2
antrum maagslijmvlies,maagslijmvlies,0.7363008051009212,2
anus slijmvlies,slijmvlies anus,1.0,2
