Not_Found_Term,Found_Term,Similarity,Count
ischaemische infarcering,ischemische infarcering,0.9586564302444458,5
veneuze thrombose,veneuze trombose,0.9609206318855286,5
reinkes oedeem,reinke s oedeem,0.9706141352653505,5
pemfigus vulgaris,pemphigus vulgaris,0.9818233847618104,5
av,ec,0.9348262548446656,5
hyalinemembranen,hyaliene membranenpneumonie,0.9592516422271729,5
benigne huidadnextumor,huidadnextumor benigne,0.9939488768577576,5
aortaklep insufficientie,aortaklep,0.951114058494568,5
dermale nevus,dermale naevus,0.9596830606460572,5
grootcellig anaplastisch t-cellymfoom,grootcellig anaplastisch t cel lymfoom,0.9810327887535096,5
laryngocele,laryngokele,0.9699400067329408,5
specimenradiografie,angiografie,0.9344590902328492,5
haemorrhagische infarcering,verkregen immuundeficientie,0.94265216588974,5
metastase neuro-endocriene tumor graad 1,metastase neuroendocriene tumor graad 1,0.9913828372955322,5
chorio-amnionitis,chorioamnionitis acuta,0.9659971594810486,5
3keer,panin 3,0.9073473811149596,5
metastase,metafyse,0.9368788599967957,5
haemofagocytose,erytrofagocytose,0.963123083114624,5
beenmerg embolie,gedupliceerd rapport,0.946437656879425,5
galgang adenoom,adenoom tepel,0.9464378952980042,5
metastasen,galstase,0.9369633793830872,5
mesothelioma,sarcomatoid mesothelioom,0.9671459197998048,5
condyloma,condylomata,0.9674121141433716,5
v,v g,0.9246018528938292,5
ventrikel septum defect,maligne merkelcel tumor,0.9267178773880004,5
tubulointerstitiele nefritis,postinfectieuze glomerulonefritis,0.9679439663887024,5
steathose,nefrose,0.9494973421096802,4
verkalkingen,vergroeiingen,0.9704834818840028,4
endstage kidney,end stage kidney,0.9515130519866944,4
ependymoma,epiglottis,0.9494951367378236,4
extranodaal marginale zone b-cellymfoom,extranodaal marginale zone lymfoom,0.9695393443107604,4
colloidnodus,colloidmilium,0.9504891633987428,4
valvula van bauhini,valvula bauhini,0.950589120388031,4
angiolipoma,leiomyomata,0.951282560825348,4
maligne huidadnextumor,huidadnextumor maligne,0.9937439560890198,4
aorta stenose,thoracale aorta,0.9725038409233092,4
astrocytoma,thoracotomie,0.9307918548583984,4
p.c.r.,f s g s,0.8186180591583252,4
1 maal,maal,0.930899977684021,4
papillair overgangsepitheel carcinoom,papillair carcinoom overgangsepitheel,0.9966593384742736,4
m bowen,bowen,0.9295383095741272,4
leucaemie,peyronie,0.9529640078544616,4
m. parkinson,morbus parkinson,0.8813490271568298,4
fraktuur,fractuur,0.9709601998329164,4
pemfigoid,pemphigoid,0.952021062374115,4
vpb.,b cel,0.8773900270462036,4
benigne prostaat hypertrofie,prostaat hypertrofie,0.971836507320404,4
arterie mesenterica superior,vena mesenterica superior,0.9730550050735474,4
arteria coronaria sinistra,arteria coronaria,0.9665767550468444,4
insulinoma,adenosis,0.9318996667861938,4
haemorrhagische shock,hypovolaemische shock,0.9524410963058472,4
metastase neuro-endocriene tumor graad 2,metastase neuroendocriene tumor graad 2,0.991301417350769,4
if positief,malpositie,0.8757431507110596,4
pilomatricoma,chorioretinitis,0.949353814125061,4
placenta passend bij de termijn,placenta passend bij termijn,0.971916437149048,4
haemochromatosis,nefroblastomatosis,0.9720160365104676,4
dysplastische nevus,dysplastische naevus,0.9723336100578308,4
stucco keratose,stuccokeratose,0.8857327699661255,4
gastro-intestinale stroma tumor,gastrointestinale stroma tumor,0.9896418452262878,4
lymfeklieren,cerumenklier,0.9685202836990356,4
aritmogene rechter ventrikel dysplasie,congenitaal dubbele uitstroomopening rechter ventrikel,0.9685231447219848,4
reumatoide arthritis,arthritis rheumatica,0.9494907855987548,4
if,kind,0.8719969987869263,4
tur ,tand,0.9500131011009216,4
overgangsepitheel carcinoom,carcinoom overgangsepitheel,0.9921661615371704,4
hemangioma,spongiosa,0.9376775026321412,4
siderosis,argyrosis,0.9384735226631165,4
auto-immuunziekte,autonome zenuwstelsel,0.9479404091835022,4
alcoholcirrhose,harthypertrofie,0.9428189992904664,4
basocellulaircarcinoom,basocellulair carcinoom,0.9768891334533693,4
haemofagocytisch syndroom infectie geassocieerd,infectie geassocieerd hemofagocytisch syndroom,0.9838675260543824,4
her2-neu positief,her2neu positief,0.977273166179657,4
3maal,panin 3,0.920756697654724,4
extrauteriene graviditeit,normale graviditeit,0.9629619121551514,4
dooierzaktumor,dooierzakrest,0.957779049873352,4
dna dubieus,rna dubieus,0.91031414270401,4
sinus histiocytose,chyleus exsudaat,0.957751989364624,4
ductaal carcinoma insitu,ductaal carcinoom,0.9631022214889526,4
sarcoma,pecoma,0.9441559314727784,4
progressieve multifocale leuko-encefalopathie,progressieve multifocale leukoencefalopathie,0.9838215708732604,4
seminoma,seminoom,0.94642573595047,4
aritmogene rechterventrikel dysplasie,aritmogene rechterventrikeldysplasie,0.9845508933067322,4
brickerblaas,bricker blaas,0.9465251564979552,4
ischaemische enteritis,ischemische enteritis,0.958293080329895,4
oligodendroglioma,oligodendroglioom,0.9763172268867492,4
embryonaalcel carcinoom,embryonaalcelcarcinoom,0.9850459098815918,4
carunkel,furunkel,0.9061572551727296,4
adenocarcinoma.,adenocarcinoom,0.9572210311889648,4
verrukeuze hyperplasie,verruceuze hyperplasie,0.9587528705596924,4
rest tumor,tumorlet,0.9240642786026,4
kyphoscoliose,mesosigmoideum,0.94692724943161,4
clear cell carcinoma,transitional cell carcinoma,0.9586844444274902,4
uremie,anemie,0.9583162665367126,4
t cellymfoom,t cel lymfoom,0.92208331823349,4
staphylococcen,tympanosclerose,0.9582717418670654,4
niet kleincelligcarcinoom,kleincellig osteosarcoom,0.9791922569274902,4
thrombotische afsluiting,trombotische afsluiting,0.9829111099243164,4
trombo embolie,tromboembolie,0.9613781571388244,4
granuloma,granuloom,0.943450391292572,4
hyalinose,fytobezoar,0.943387806415558,4
intraductaalcarcinoom,intraductaal carcinoom,0.9795387387275696,4
arterie cerebri media,arteria cerebri media,0.9737508296966552,4
maligne lymfoom centroblastair centrocytair folliculair,ml centroblastair centrocytair folliculair le,0.9835368394851683,4
omfalocele,encefalopathie,0.962062120437622,4
corpulmonale,porencefalie,0.9579165577888488,4
media degeneratie,voorste mediastinum,0.9429478645324708,4
besprekingen concordant,progeria volwassenen,0.946124792098999,4
infiltrerend ductaalcarcinoom ,infiltrerend ductaal carcinoom,0.9836509227752686,4
metastase clear cell carcinoom,metastase ductaal carcinoom,0.9440224170684814,4
maligne lymfoom centroblastair centrocytair diffuus,ml centroblastair centrocytair folliculair le,0.983694851398468,4
operatieveranderingen,operatielitteken,0.9416489601135254,4
blue nevus,blue naevus,0.946618676185608,4
clonaliteitsbepaling,bestralingsnecrose,0.9569751024246216,4
lymphklier,lymfocyten,0.945042371749878,4
acute haemorrhagische ontsteking,acute flegmoneuze ontsteking,0.9648513793945312,4
serrated adenoma,tubular adenoma,0.940343976020813,4
haemosiderosis,rontgendermatitis,0.9555025100708008,4
basaalcel carcinoom sprieterig type,basaalcelcarcinoom sprieterig type,0.9816831946372986,4
liposarcoma,liposarcoom,0.974632203578949,4
hypoxaemie,hypothyreoidie,0.9650110602378844,4
spinalioma,spinalioom,0.917449712753296,4
oud achterwandinfarct,oud achterwand infarct,0.9744027853012084,4
lobulair carcinoma infiltrerend,lobulair carcinoom infiltrerend,0.9878116846084596,4
elastose solaris,lentigo solaris,0.9404403567314148,4
omfalokele,omphalokele,0.9544717669487,4
myoma,stoma,0.9449601769447328,4
ecsqmendm,knieschijf,0.917804718017578,4
acute myeloide leukaemie,acute myeloide leukemie,0.954429030418396,4
geisoleerde tumorcel metastase,metastase clearcell carcinoom,0.9594423174858092,4
epidermoid cyste,epidermoidcarcinoom,0.954425036907196,4
stafylococcus aureus,staphylococcus aureus,0.9884045124053956,4
galgang hamartoom,galganghamartoom,0.9393996596336364,4
urotheelcelcarcinoma,urotheelcelcarcinoom,0.9871129989624025,4
acrodermatitis chronica atroficans,acrodermatitis chronica atrophicans,0.9826381206512452,4
fibromatosis,fibrosclerosis,0.9750003814697266,4
haemorragisch infarct,hemorragisch infarct,0.9801138639450072,4
schwannoma,schaamlip,0.9346129298210144,4
hyaline membraan pneumonie,hyaline membraanpneumonie,0.986378848552704,4
naevus naevocellularis met junctionactiviteit,naevus naevocellularis met junction activiteit,0.9864517450332642,4
large cell acanthoom,large cell acanthoma,0.9560924172401428,4
colonascendens,colon ascendens,0.9645463228225708,4
dissectie,obductie,0.9591797590255736,4
mesenteriaalthrombose,mesenteriaaltrombose,0.9754855036735536,4
reflux oesophagitis,reflux oesofagitis,0.969626009464264,3
metastase grawitz-tumor,metastase dooierzak tumor,0.95127135515213,3
metastase maligne perifere zenuwschedetumor,metastase maligne leydigceltumor,0.9696029424667358,3
ventrikulus,ventriculus,0.9583876132965088,3
endometriose interna,endometrium secretiefase,0.9594339728355408,3
langerhanse celhistiocytosis,metastase pneumocytoom,0.9612092971801758,3
polycytemia vera,arteria poplitea,0.93501877784729,3
cholelithiase,chorionruimte,0.9613302946090698,3
hemi ectomie,ectomie,0.9446282386779784,3
myxoma,myxoma cordis,0.9504178166389464,3
pap0,ccp0,0.9585779309272766,3
nier en,nier,0.9506632089614868,3
naad lekkage,dubreuilh,0.9510131478309632,3
oestrogeen receptor bepaling positief,oestrogene receptorbepaling positief,0.9350454807281494,3
mitralis stenose,vena renalis trombose,0.9590765237808228,3
zonder afwijkingen,ponsbloedingen,0.951433539390564,3
lymfoom,lymfocyt,0.9605608582496644,3
oestrogeen receptorbepaling negatief,progesteron receptorbepaling negatief,0.9517035484313964,3
septische necrosehaard,aseptische necrose,0.9455812573432922,3
nevus nevocellularis,nervus tibialis,0.959778130054474,3
pleiocytose,histiocytose,0.969703495502472,3
em,ec,0.9452502131462096,3
botmetaplasie,sialometaplasie,0.9693436622619628,3
mucoviscoidosis,leiomyosarcoom,0.9598998427391052,3
t-celrijk b-cellymfoom,t celrijk b cel lymfoom,0.9598804712295532,3
infarct haemorrhagisch,gerekanaliseerde thrombus,0.9603243470191956,3
dunnedarmslijmvlies,dunne darmslijmvlies,0.9698070287704468,3
barrettslijmvlies,barrett slijmvlies,0.9658694267272948,3
micro-invasief carcinoom,microinvasief carcinoom,0.9686437249183656,3
peri-apicaal granuloom,apicaal granuloom,0.9572258591651917,3
creutzfeldt jacob.,creutzfeld jacob,0.9470881223678588,3
hemorrhagische shock,hypovolaemische shock,0.9471455812454224,3
glomus tumor,hiluscel tumor,0.9643430709838868,3
pre-eclampsie,preeclampsie,0.9644362330436708,3
rechterventrikel,rechter ventrikel,0.9477705359458924,3
ruiter embolie,ruiterembolie,0.9666644334793092,3
insektenbeet,bekkenbeenderen,0.9557799696922302,3
haemolyse,systeem,0.9492427110671996,3
synoviitis,villus synovialis,0.9403088092803956,3
afwijkingen,ponsbloedingen,0.948344588279724,3
leukaemie,toxaemie,0.9490011930465698,3
lokale peritonitis,reumatoide arteritis,0.9540443420410156,3
flow cytometrie,flowcytometrie,0.9488357305526732,3
verouderings verschijnsel,verouderingsverschijnsel,0.9387576580047609,3
ewing sarcoma,ewing sarcoom,0.9487365484237672,3
murale trombus,murale thrombus,0.9662691354751588,3
artheriosclerose,duodenumholte,0.9486916065216064,3
arterie renalis,vena renalis,0.9662452936172484,3
chondrosarcoma,rabdomyosarcoom,0.9658394455909728,3
biliaire cirrhose,lobulaire pneumonie,0.9641911387443542,3
mitraal klep,rijp teratoom,0.9375362992286682,3
coronair thrombose,gebarsten aneurysma,0.9520955681800842,3
rechteronderkwab,schildklierkwab,0.9631651639938354,3
shavebiopsie,leverbiopsie,0.9500021934509276,3
arterie carotis,arteria carotis,0.958109974861145,3
mycosis,myositis,0.9685630798339844,3
bestralingsveranderingen,zegelringcellen,0.958016276359558,3
maligne lymfoom malt type,lymfoide poliep,0.9433190822601318,3
holoprosencephalie,holoprosencefalie,0.9684209227561952,3
multipel myeloma,multipel myeloom,0.9615358710289,3
haemoperitoneum,intussusceptie,0.9683107137680054,3
sebaceoma,adenosarcoom,0.9429314732551576,3
basaalcel carcinoom solide type.,basaalcelcarcinoom solide type,0.968242347240448,3
verrukeus carcinoom,spoelcellig carcinoom,0.9623729586601256,3
alpha 1 antitrypsine deficientie,alfa 1 antitrypsine deficientie,0.967971920967102,3
necrose door ischaemie,necrose door ischemie,0.9628483653068542,3
antrummaag,platybasia,0.94210946559906,3
resektie,retentie,0.967660665512085,3
colostoma,cranium,0.942086935043335,3
encefalocele,encefalopathie,0.963035762310028,3
mucormycosis,panmyelophtise,0.963147521018982,3
katheterisatie,catheterisatie,0.9673697352409364,3
hepatocellulaircarcinoom,juxtacorticaal chondrosarcoom,0.9699947834014891,3
fibrinethrombus,fibrine thrombus,0.9351873993873596,3
transuretrale resectie ,transurethrale resectie,0.974463164806366,3
erythropoese,erytropoese,0.975383758544922,3
rechterbovenkwab,kraakbeenweefsel,0.971608340740204,3
ischaemische cardiomyopathie,ischemische cardiomyopathie,0.981825053691864,3
hydro-ureter,hydroureter,0.872587263584137,3
toxoplasmosis,toxoplasma,0.972628116607666,3
mucostase,cholestase,0.9246044158935548,3
broncho alveolaire lavage,bronchiolo alveolaire lavage,0.974742829799652,3
truncus brachiocefalicus,truncus brachiocephalicus,0.98712557554245,3
vreemdlichaam reuscelreactie,vreemdlichaamreuscelreactie,0.9866257309913636,3
papillair urotheelcel carcinoom,papillair urotheelcelcarcinoom,0.9871296286582948,3
oestrogeenreceptor bepaling negatief,oestrogeenreceptorbepaling negatief,0.9932186007499696,3
niercel carcinoom,oatcel carcinoom,0.9749804735183716,3
hamartoma,oxalaat,0.9280242323875428,3
rheumatoide artritis,reumatoide artritis,0.9774112701416016,3
nonhodgkin lymfoom,non hodgkin lymfoom,0.9822999238967896,3
gastro-intestinale stromacel tumor,gastrointestinale stroma tumor,0.9862360954284668,3
stromacel tumor gastrointestinaal,metastase gastrointestinale stroma tumor,0.9752204418182372,3
metastase nietkleincellig carcinoom,metastase heldercellig niercelcarcinoom,0.9797447323799132,3
metastasecarcinoom,epidermoidcarcinoom,0.9784712195396424,3
folliculair lymfoom graad 1-2,folliculair lymfoom graad 1 en 2,0.9935176372528076,3
endo-echo grafie,endo echografie,0.924557328224182,3
acute lymfoblasten leukemie,acute lymfoblastaire leukemie,0.9792391657829284,3
ischaemische nefrosclerose,ischemische nefrosclerose,0.9724957942962646,3
4 maal,maal,0.8984720706939697,3
sessiel serrated adenoma,fluor vaginalis,0.9192193746566772,3
idiopathische thrombocytopenische purpura,idiopathische trombocytopenische purpura,0.9918269515037536,3
rabdomyolysis,rhabdomyolysis,0.9743067026138306,3
metastase ductaalcarcinoom,metastase ductaal carcinoom,0.9802794456481934,3
reusceltumor weke delen,maligne reusceltumor weke delen,0.9743170738220216,3
hypertrophie,hypertrofie,0.980802059173584,3
paraaortale lymfklier,aortale lymfklier,0.9802622199058532,3
abortus rest,abortus,0.8996607065200806,3
boop,dood,0.9289932250976562,3
metastaseadenocarcinoom,syringoadenocarcinoom,0.971685826778412,3
praeputium,pessarium,0.92883038520813,3
vpd,pcr,0.917454481124878,3
stasedermatitis,acrodermatitis,0.9813838601112366,3
large granular lymfocytic leukemia,large granular lymphocytic leukemia,0.9925817847251892,3
revisie tbv derden discordant,revisie voor derden discordant,0.973879098892212,3
streptococceninfectie,streptococcen infectie,0.9724754095077516,3
bronchioloalveolaircarcinoom,bronchioloalveolair carcinoom,0.9902089238166808,3
dubbelcarcinoom,galgangcarcinoom,0.9717413783073424,3
therapie keuze test,effect van therapie,0.8897449374198914,3
von meyenburgcomplex,oksellymfklier,0.913904309272766,3
hart dilatatie,dilatatie,0.93354594707489,3
k-ras mutatie aanwezig,kras mutatie aanwezig,0.9758719801902772,3
megaloblastaire anaemie,megaloblastaire anemie,0.9787320494651794,3
aktieve chronische ontsteking,middenoor chronische ontsteking,0.985133707523346,3
posttransplantatie lymfoproliferatieve ziekte,lymfoproliferatieve ziekte,0.9827689528465272,3
mond bodem,bodem mond,0.994901180267334,3
m. crohn,crohn,0.9105727672576904,3
autoimmuun haemolytische anaemie,autoimmuun hemolytische anemie,0.9839032292366028,3
hart decompensatie,parasieteninfectie,0.9264304041862488,3
maligne lymfoom centrocytair centroblastair,ml centroblastair centrocytair folliculair le,0.984972596168518,3
tractus gastro-intestinalis,tractus gastrointestinalis,0.9787548184394836,3
m.kahler,kahler,0.8877102732658386,3
auto-immuun thyreoiditis,autoimmuun thyreoiditis,0.9786971807479858,3
basaalcel carcinoom morfea type,basaalcelcarcinoom morfea type,0.9762195944786072,3
hydronephrose,osteosclerose,0.9304215908050536,3
arithmie,angiectasie,0.9342293739318848,3
lymfklier parailiacaal,lymfklier parasternaal,0.9701902866363524,3
hurthle cell adenoom,ductaal adenoom,0.9300498366355896,3
meningeoma,stoma,0.9095380902290344,3
chronische lymfatische leukaemie,chronische lymfatische leukemie,0.976118266582489,3
intraepitheliale lymfocytose,intra epitheliale lymfocytose,0.9909775257110596,3
mutatieanalyse,mutatie analyse,0.9271944165229796,3
metastasen carcinoom,metaplastisch carcinoom,0.9705323576927184,3
neuro-endocriene tumor graad 2,neuroendocriene tumor graad 2,0.9869669675827026,3
incisiebiopt,dermoiedcyste,0.9332124590873718,3
ijzergebreksanaemie,talgklierhyperplasie,0.9784926176071168,3
placenta rest,placenta,0.9018996953964232,3
spermatogenese rijpingsstoornis,rijpingsstoornis spermatogenese,0.9947478175163268,3
m. bowen,morbus bowen,0.8348876237869263,3
multiple organfailure,lever pericentraal,0.9042672514915466,3
oksel lymfklier,lymfklier oksel,0.9853555560112,3
transmuraal infarct,intramuraal uterusmyoom,0.9224212765693665,3
non hodgkin lymfoma,non hodgkin lymfoom,0.9853533506393432,3
6maal,bethesda 6,0.8773574829101562,3
mama,dia,0.9225902557373048,2
epitheel hyperplasie,stromale hyperplasie,0.9614704847335817,2
coronair arteria,arteria coronaria,0.9782647490501404,2
endometrium in proliferatie fase,endometrium in proliferatiefase,0.9877507090568542,2
basalioma.,granuloma disciforme,0.8957219123840332,2
verklevingen,vergroeiingen,0.961547076702118,2
phlegmoneuze ontsteking,flegmoneuze ontsteking,0.9874292612075806,2
nier insufficientie,placenta insufficientie,0.9433130621910096,2
hurthlecel adenoom,oxyfiel adenoom,0.9229488968849182,2
coronair,varix,0.9435091018676758,2
stans biopt,biopten,0.9432337880134584,2
virus pneumonie,viruspneumonie,0.9616540670394896,2
planocellulaircarcinoom,planocellulair carcinoom,0.9782872200012208,2
oesophagusvarices,osteoclastoom,0.9614413976669312,2
mucineus cystadenoma,mucineus cystadenoom,0.987666130065918,2
revisie ten behoeve derden concordant,revisie ten behoeve van derden concordant,0.979126274585724,2
fibroadenoma,fibroadenoom,0.9619424343109132,2
hersenventrikels,hersenventrikel,0.9874420166015624,2
arteriele thrombose,arteriele thrombus,0.961349070072174,2
urotheelcel carcinoom graad 2,urotheelcelcarcinoom graad 2,0.9785516858100892,2
intraepidermaal carcinoom,intraepidermal carcinoma,0.9874594807624816,2
urotheelcel carcinoom graad 1,urotheelcelcarcinoom graad 1,0.9783414006233216,2
dysgerminoma,syringomyelie,0.9550509452819824,2
fundus klier poliep,fundusklier poliep,0.9701246619224548,2
angiokeratoma,angiokeratoom,0.9621499180793762,2
atrium septumdefect,intermediair carcinoom,0.92489492893219,2
tong basis,palatine process,0.889887809753418,2
nier-en,niervene,0.9253201484680176,2
m. hodgkin,hodgkin,0.925429344177246,2
brunnerse klieren,brunnerse klier,0.9888784289360046,2
basaalcelcarcinoma.,basaalcelcarcinoom,0.96307635307312,2
resectie vlak vrij,resectievlak niet vrij,0.9769818782806396,2
trans urethrale resectie,transurethrale resectie,0.9767993092536926,2
drugsverslaving,drugs verslaving,0.9258875846862792,2
renal cell carcinoom,renal cell carcinoma,0.9890113472938538,2
metastase zegelring carcinoom,metastase zegelringcarcinoom,0.9766451120376588,2
eilandcel tumor,acinaircel tumor,0.9765649437904358,2
coronair insufficientie,renale insufficientie,0.9634385704994202,2
ventrikel achterwand,centraal zenuwstelsel,0.9574170708656312,2
grensvlak naevus.,synoviavlok,0.9268580079078674,2
chole lithiasis,cholelithiasis,0.9540034532546996,2
m. kahler,kahler,0.8877102732658386,2
hyaliene membranen ziekte,hyaliene membranenziekte,0.9761347770690918,2
t-prolymfocyten leukemie,b prolymfocytenleukemie,0.9539641737937928,2
haemorragische ontsteking,hemorragische ontsteking,0.9893758893013,2
akute tubulusnecrose,tubulusnecrose,0.9771887063980104,2
navelstrengpathologie,navelstreng pathologie,0.97720468044281,2
tubulair adenoma,adenoma malignum,0.9483872652053832,2
pancreas kop,femurkop,0.9248600602149964,2
osteoarthrose,osteoartrose,0.9877696633338928,2
chronisch lymfatische leucaemie,dermopathische lymfadenopathie,0.9623721241950988,2
a iliaca,placenta accreta,0.9238791465759276,2
erythrofagocytose,erytrofagocytose,0.9778083562850952,2
shock nier,nier,0.9238949418067932,2
tumor rest,congenitale rest,0.9240848422050476,2
biliaire levercirrhose,perifeer reuscelgranuloom,0.9625550508499146,2
hydro ureter,hydroureter,0.8947930932044983,2
litteken vorming,zenuwstelsel,0.9625841975212096,2
ttp,fap,0.9242653846740724,2
motor neuron ziekte,motorneuron ziekte,0.9881070852279664,2
nephrolithiasis,urethritis cystica,0.9544240236282348,2
vreemd lichaamsreactie,necrotiserende myopathie,0.9626792669296264,2
metastase kleincellig carcinoma,metastase kleincellig carcinoom,0.9882463216781616,2
maligne lymphoom,maligne ependymoom,0.9628154635429382,2
shocknier,spier,0.9423169493675232,2
mond slijmvlies,slijmvlies mond,0.9884987473487854,2
astma bronchiale,bulleus longemfyseem,0.9247397184371948,2
lymfatische leucaemie,atypische vasculaire lesie,0.9628801345825196,2
muco-epidermoid carcinoom,mucoid epidermoid carcinoom,0.987349569797516,2
chondroma,pyometra,0.9556229114532472,2
carcinoom in situ ,carcinoma in situ,0.9792977571487428,2
leydig cel hyperplasie,endocriene cellen maag hyperplasie,0.9583015441894532,2
cholelitiasis,cholelithiasis,0.9583694338798524,2
metastase zegelringcel carcinoom,metastase zegelringcelcarcinoom,0.986048460006714,2
metastase niet kleincelligcarcinoom,metastase kleincellig osteosarcoom,0.9860596656799316,2
insektensteek,vetstapelingsziekte,0.9585139751434326,2
keratosis,keratitis,0.9585359692573548,2
sertoli-cel only syndroom,periapicaal granuloom,0.900872766971588,2
voet rug,spier rug,0.9457722306251526,2
pseudo-epitheliomateuze hyperplasie,pseudoepitheliomateuze hyperplasie,0.9865396022796632,2
alveolaircelcarcinoom,alveolaircel carcinoom,0.9822422862052916,2
progesteroneffect,epidermoidcyste,0.9457117319107056,2
her-2-neu positief,her2neu positief,0.91451495885849,2
barrett-oesophagus,barrett oesophagitis,0.947216808795929,2
acute chronische ontsteking,acute en chronische ontsteking,0.9820095300674438,2
neus septum,septum primum,0.9587282538414,2
ischaemische hartziekte syndroom,ischemische hartziekte syndroom,0.9819047451019288,2
hemorrhagische gastritis,lymfocytaire gastritis,0.9587568640708924,2
groot cellig carcinoom,grootcellig carcinoom,0.9455658793449402,2
aneurysmaruptuur,menstruerend endometrium,0.9472185373306274,2
kyphoscoliosis,epithelioidcel naevus,0.9472789168357848,2
rechter hartoor,rechter nier,0.959012806415558,2
tamponade,tampon,0.9451889395713806,2
a. coronaria,vena coronaria,0.913899540901184,2
haemangiosarcoma,epitheelatrofie,0.94584858417511,2
renal cel carcinoma,renal cell carcinoma,0.956210732460022,2
hemophagocytosis,poikilocytosis,0.9581527709960938,2
milan1,milan 1,0.906741201877594,2
microcephalie,microcephaal,0.9575295448303224,2
meningoencefalitis,ulcusperforatie,0.9575541019439696,2
multiple sclerose,diffuse sclerose,0.9088446497917176,2
auto immuunziekte,autonome zenuwstelsel,0.9468094110488892,2
intraepitheliaal carcinoom,intra epitheliaal carcinoom,0.9843295216560364,2
pulmonale veno-occlusieve ziekte,pulmonale venoocclusieve ziekte,0.9842437505722046,2
diffuus grootcellig b cellymfoom,diffuus grootcellig b cel lymfoom,0.9842402935028076,2
epitheliale inclusie cyste,epitheliale inclusiecyste,0.9842098951339722,2
degeneratieve afwijkingen,degeneratieve gewrichtsaandoening,0.9464241862297058,2
alcoholische cirrhose,alcoholische cirrose,0.9464036226272584,2
haemothorax,glomangioom,0.9463235139846802,2
ductaal carcinoom in situ ,ductaal carcinoma in situ,0.983932375907898,2
reuma knobbel,dubbel pyelum,0.9468870759010316,2
pemfigus foliaceus,pemphigus foliaceus,0.983782172203064,2
coxarthrose,coxartrose,0.9836585521697998,2
electronen microscopie,electronenmicroscopie,0.9048786163330078,2
hematosalpinx,fotodermatose,0.9570000171661376,2
niet  gedicteerd,consult voor derden discordant,0.9115339517593384,2
hypernephroom,hyperkeratose,0.9130061268806458,2
ziekte van crohn,ziekte van danon,0.9830281138420104,2
kleincellig lymfocytair b-cellymfoom,kleincellig lymfocytair b cel lymfoom,0.9815863370895386,2
a pulmonalis,subpleuraal,0.9171648025512696,2
m hirschsprung,hirschsprung,0.9793152809143066,2
hyaliene membraan ziekte,hyaliene membraanziekte,0.9871010184288024,2
tumorembolus,tumor embolus,0.9602418541908264,2
zwangerschapsveranderingen,schildwachtklier,0.9602893590927124,2
leucopenie,leukopenie,0.9411463737487792,2
hidradenoma,vaatanomalie,0.9602985978126526,2
sertolicell only syndroma,sertoli cell only syndroma,0.9555816650390624,2
keratoacanthoom.,adenoacanthoom,0.9481205344200134,2
pericard vocht,vocht pericard,0.9871760606765748,2
emfysema pulmonum,lymfocytair thymoom,0.9554587602615356,2
metastase melkgang carcinoom,metastase melkgangcarcinoom,0.9796370267868042,2
hoog gradig urotheelcelcarcinoom,hooggradig papillair urotheelcelcarcinoom,0.9796139001846312,2
rheuma knobbel,dubbel pyelum,0.9606236219406128,2
faecoliet,faecesretentie,0.960695743560791,2
peri-apicaal weefsel,perirectaal weefsel,0.943922519683838,2
zegelring carcinoom,zegelringcarcinoom,0.9554396867752076,2
groei achterstand,periureteraal weefsel,0.9608522057533264,2
hypoglykemie,hypospermie,0.9438063502311708,2
pulmonaal arterie,placenta succenturiata,0.955378532409668,2
acinaircelcarcinoom,acinaircel carcinoom,0.9794731736183168,2
alzheimers disease,alzheimer s disease,0.9872407913208008,2
prionziekte,prion ziekte,0.961172878742218,2
endometrioidcarcinoom,endometrioid carcinoom,0.9793818593025208,2
coma diabeticum,epithelioma benign,0.944190502166748,2
consult ten behoeve derden,consult ten behoeve van derden,0.9600423574447632,2
cirrosis,melanosis,0.9562004804611206,2
sle,wrat,0.9443038702011108,2
onbekende term,localisatie onbekend,0.9173355102539062,2
chronische lymfatische leukemie b-celtype,chronische lymfatische leukemie t cel type,0.9815277457237244,2
bvo,bursa,0.9173557162284852,2
multiple lokalisaties,multipele lokalisaties,0.9001308083534241,2
infiltrerend ductaalcarcinoom.,infiltrerend ductaal carcinoom,0.9811728596687316,2
punctie clinicus,medicamenten,0.9176689386367798,2
geen tumor rest,congenitale rest,0.9177507758140564,2
auto-immuunhepatitis,autoimmuun gastritis,0.9561097621917723,2
metastase kleincelligcarcinoom,metastase kleincellig osteosarcoom,0.9808578491210938,2
adeno carcinoom,maligne carcinoid,0.9474772810935974,2
yolk sac tumor,yolksac tumor,0.9475579857826232,2
mammaamputatie,mammareductie,0.9447471499443054,2
hyaline membraan ziekte,hyaline membraanziekte,0.9807578325271606,2
diarrhee,stuit,0.8992953300476074,2
myocard fibrose,myocardfibrose,0.9477214217185974,2
geneesmiddelenreactie,geneesmiddeleneffect,0.9803214073181152,2
pseudo-angiomateuze stromahyperplasie,pseudoangiomateuze stromahyperplasie,0.9869848489761353,2
m parkinson,parkinson,0.947828471660614,2
inclusie cyste,inclusie cysten,0.9801117777824402,2
kleincellig carcinoma,kleincellig carcinoom,0.9800817966461182,2
rheumatische nodus,reumatische nodus,0.9800727367401124,2
syringoma,parakeratosis,0.9411855340003968,2
